Start time: 1716841866300
[2024-05-27 16:31:40.730896] Connecting to host 35.245.244.238, port 5201
[2024-05-27 16:31:40.731637] [  5] local 100.126.163.120 port 54047 connected to 35.245.244.238 port 5201
[2024-05-27 16:31:40.731747] [ ID] Interval           Transfer     Bitrate         Total Datagrams
[2024-05-27 16:31:40.731785] [  5]   0.00-0.50   sec   588 KBytes  9.61 Mbits/sec  430  
[2024-05-27 16:31:40.732572] [  5]  13.50-14.00  sec  13.7 KBytes   224 Kbits/sec  10  
[2024-05-27 16:31:40.732601] [  5]  14.00-14.50  sec  41.0 KBytes   673 Kbits/sec  30  
[2024-05-27 16:31:40.732630] [  5]  14.50-15.00  sec  27.3 KBytes   448 Kbits/sec  20  
[2024-05-27 16:31:40.732658] [  5]  15.00-15.50  sec  0.00 Bytes  0.00 bits/sec  0  
[2024-05-27 16:31:40.732686] [  5]  15.50-16.00  sec  41.0 KBytes   674 Kbits/sec  30  
[2024-05-27 16:31:40.732714] [  5]  16.00-16.50  sec  27.3 KBytes   448 Kbits/sec  20  
[2024-05-27 16:31:40.732743] [  5]  16.50-17.00  sec  13.7 KBytes   224 Kbits/sec  10  
[2024-05-27 16:31:40.732771] [  5]  17.00-17.50  sec  0.00 Bytes  0.00 bits/sec  0  
[2024-05-27 16:31:40.732798] [  5]  17.50-18.00  sec  27.3 KBytes   447 Kbits/sec  20  
[2024-05-27 16:31:40.732825] [  5]  18.00-18.50  sec  27.3 KBytes   449 Kbits/sec  20  
[2024-05-27 16:31:40.732853] [  5]  18.50-19.00  sec  0.00 Bytes  0.00 bits/sec  0  
[2024-05-27 16:31:40.732880] [  5]  19.00-19.50  sec  0.00 Bytes  0.00 bits/sec  0  
[2024-05-27 16:31:40.732908] [  5]  19.50-20.00  sec  13.7 KBytes   224 Kbits/sec  10  
[2024-05-27 16:31:40.732936] [  5]  20.00-20.50  sec  27.3 KBytes   449 Kbits/sec  20  
[2024-05-27 16:31:40.732963] [  5]  20.50-21.00  sec  0.00 Bytes  0.00 bits/sec  0  
[2024-05-27 16:31:40.732992] [  5]  21.00-21.50  sec  0.00 Bytes  0.00 bits/sec  0  
[2024-05-27 16:31:40.733020] [  5]  21.50-22.00  sec  0.00 Bytes  0.00 bits/sec  0  
[2024-05-27 16:31:40.733082] [  5]  22.00-22.50  sec  0.00 Bytes  0.00 bits/sec  0  
[2024-05-27 16:31:40.733113] [  5]  22.50-23.00  sec  0.00 Bytes  0.00 bits/sec  0  
[2024-05-27 16:31:40.733145] [  5]  23.00-23.50  sec  0.00 Bytes  0.00 bits/sec  0  
[2024-05-27 16:31:40.733174] [  5]  23.50-24.00  sec  0.00 Bytes  0.00 bits/sec  0  
[2024-05-27 16:31:40.733202] [  5]  24.00-24.50  sec  0.00 Bytes  0.00 bits/sec  0  
[2024-05-27 16:31:40.733230] [  5]  24.50-25.00  sec  27.3 KBytes   447 Kbits/sec  20  
[2024-05-27 16:31:40.733261] [  5]  25.00-25.50  sec  13.7 KBytes   224 Kbits/sec  10  
[2024-05-27 16:31:40.733288] [  5]  25.50-26.00  sec  0.00 Bytes  0.00 bits/sec  0  
[2024-05-27 16:31:40.733315] [  5]  26.00-26.50  sec  27.3 KBytes   448 Kbits/sec  20  
[2024-05-27 16:31:40.733342] [  5]  26.50-27.00  sec  13.7 KBytes   224 Kbits/sec  10  
[2024-05-27 16:31:40.733369] [  5]  27.00-27.50  sec  54.7 KBytes   896 Kbits/sec  40  
[2024-05-27 16:31:40.733396] [  5]  27.50-28.00  sec  0.00 Bytes  0.00 bits/sec  0  
[2024-05-27 16:31:40.733422] [  5]  28.00-28.50  sec  0.00 Bytes  0.00 bits/sec  0  
[2024-05-27 16:31:40.733448] [  5]  28.50-29.00  sec  13.7 KBytes   224 Kbits/sec  10  
[2024-05-27 16:31:40.733475] [  5]  29.00-29.50  sec  0.00 Bytes  0.00 bits/sec  0  
[2024-05-27 16:31:40.733502] [  5]  29.50-30.00  sec  41.0 KBytes   671 Kbits/sec  30  
[2024-05-27 16:31:40.733528] [  5]  30.00-30.50  sec  0.00 Bytes  0.00 bits/sec  0  
[2024-05-27 16:31:40.733556] [  5]  30.50-31.00  sec  27.3 KBytes   449 Kbits/sec  20  
[2024-05-27 16:31:40.733585] [  5]  31.00-31.50  sec  13.7 KBytes   224 Kbits/sec  10  
[2024-05-27 16:31:40.733613] [  5]  31.50-32.00  sec  27.3 KBytes   448 Kbits/sec  20  
[2024-05-27 16:31:40.733676] [  5]  32.00-32.50  sec  41.0 KBytes   672 Kbits/sec  30  
[2024-05-27 16:31:40.733703] [  5]  32.50-33.00  sec  0.00 Bytes  0.00 bits/sec  0  
[2024-05-27 16:31:40.733729] [  5]  33.00-33.50  sec  0.00 Bytes  0.00 bits/sec  0  
[2024-05-27 16:32:15.231313] [  5]  33.50-34.00  sec  82.0 KBytes  1.35 Mbits/sec  60  
[2024-05-27 16:32:15.231864] [  5]  34.00-34.50  sec  0.00 Bytes  0.00 bits/sec  0  
[2024-05-27 16:32:15.232010] [  5]  34.50-35.00  sec  13.7 KBytes   224 Kbits/sec  10  
[2024-05-27 16:32:15.232121] [  5]  35.00-35.50  sec  0.00 Bytes  0.00 bits/sec  0  
[2024-05-27 16:32:15.232225] [  5]  35.50-36.00  sec  27.3 KBytes   448 Kbits/sec  20  
[2024-05-27 16:32:15.232329] [  5]  36.00-36.50  sec  13.7 KBytes   224 Kbits/sec  10  
[2024-05-27 16:32:15.232430] [  5]  36.50-37.00  sec  54.7 KBytes   896 Kbits/sec  40  
[2024-05-27 16:32:15.232529] [  5]  37.00-37.50  sec  0.00 Bytes  0.00 bits/sec  0  
[2024-05-27 16:32:15.232626] [  5]  37.50-38.00  sec  41.0 KBytes   671 Kbits/sec  30  
[2024-05-27 16:32:15.232722] [  5]  38.00-38.50  sec  0.00 Bytes  0.00 bits/sec  0  
[2024-05-27 16:32:15.232890] [  5]  38.50-39.00  sec  13.7 KBytes   224 Kbits/sec  10  
[2024-05-27 16:32:15.233052] [  5]  39.00-39.50  sec  27.3 KBytes   448 Kbits/sec  20  
[2024-05-27 16:32:15.233149] [  5]  39.50-40.00  sec  41.0 KBytes   672 Kbits/sec  30  
[2024-05-27 16:32:15.233244] [  5]  40.00-40.50  sec  41.0 KBytes   672 Kbits/sec  30  
[2024-05-27 16:32:15.233340] [  5]  40.50-41.00  sec  27.3 KBytes   449 Kbits/sec  20  
[2024-05-27 16:32:15.233565] [  5]  41.00-41.50  sec  41.0 KBytes   672 Kbits/sec  30  
[2024-05-27 16:32:15.233661] [  5]  41.50-42.00  sec  54.7 KBytes   898 Kbits/sec  40  
[2024-05-27 16:32:15.233759] [  5]  42.00-42.50  sec  13.7 KBytes   223 Kbits/sec  10  
[2024-05-27 16:32:15.233855] [  5]  42.50-43.00  sec  68.4 KBytes  1.12 Mbits/sec  50  
[2024-05-27 16:32:15.233955] [  5]  43.00-43.50  sec  41.0 KBytes   672 Kbits/sec  30  
[2024-05-27 16:32:15.234059] [  5]  43.50-44.00  sec  41.0 KBytes   672 Kbits/sec  30  
[2024-05-27 16:32:15.234157] [  5]  44.00-44.50  sec  41.0 KBytes   672 Kbits/sec  30  
[2024-05-27 16:32:15.234253] [  5]  44.50-45.00  sec  68.4 KBytes  1.12 Mbits/sec  50  
[2024-05-27 16:32:15.234349] [  5]  45.00-45.50  sec  41.0 KBytes   673 Kbits/sec  30  
[2024-05-27 16:32:15.234490] [  5]  45.50-46.00  sec  41.0 KBytes   671 Kbits/sec  30  
[2024-05-27 16:32:15.234599] [  5]  46.00-46.50  sec  41.0 KBytes   673 Kbits/sec  30  
[2024-05-27 16:32:15.234700] [  5]  46.50-47.00  sec  54.7 KBytes   897 Kbits/sec  40  
[2024-05-27 16:32:15.234798] [  5]  47.00-47.50  sec  54.7 KBytes   896 Kbits/sec  40  
[2024-05-27 16:32:15.234896] [  5]  47.50-48.00  sec  68.4 KBytes  1.12 Mbits/sec  50  
[2024-05-27 16:32:15.234992] [  5]  48.00-48.50  sec  54.7 KBytes   895 Kbits/sec  40  
[2024-05-27 16:32:15.235089] [  5]  48.50-49.00  sec  41.0 KBytes   672 Kbits/sec  30  
[2024-05-27 16:32:15.235379] [  5]  49.00-49.50  sec  27.3 KBytes   448 Kbits/sec  20  
[2024-05-27 16:32:15.235484] [  5]  49.50-50.00  sec  41.0 KBytes   673 Kbits/sec  30  
[2024-05-27 16:32:15.235583] [  5]  50.00-50.50  sec  27.3 KBytes   448 Kbits/sec  20  
[2024-05-27 16:32:15.235752] [  5]  50.50-51.00  sec  41.0 KBytes   672 Kbits/sec  30  
[2024-05-27 16:32:15.235861] [  5]  51.00-51.50  sec  13.7 KBytes   224 Kbits/sec  10  
[2024-05-27 16:32:15.235963] [  5]  51.50-52.00  sec  0.00 Bytes  0.00 bits/sec  0  
[2024-05-27 16:32:15.236065] [  5]  52.00-52.50  sec  27.3 KBytes   449 Kbits/sec  20  
[2024-05-27 16:32:15.236161] [  5]  52.50-53.00  sec  0.00 Bytes  0.00 bits/sec  0  
[2024-05-27 16:32:15.236258] [  5]  53.00-53.50  sec  41.0 KBytes   671 Kbits/sec  30  
[2024-05-27 16:32:15.236353] [  5]  53.50-54.00  sec  0.00 Bytes  0.00 bits/sec  0  
[2024-05-27 16:32:15.236449] [  5]  54.00-54.50  sec  41.0 KBytes   674 Kbits/sec  30  
[2024-05-27 16:32:15.236546] [  5]  54.50-55.00  sec  41.0 KBytes   672 Kbits/sec  30  
[2024-05-27 16:32:15.236642] [  5]  55.00-55.50  sec  0.00 Bytes  0.00 bits/sec  0  
[2024-05-27 16:32:15.236737] [  5]  55.50-56.00  sec  27.3 KBytes   448 Kbits/sec  20  
[2024-05-27 16:32:15.236833] [  5]  56.00-56.51  sec  27.3 KBytes   436 Kbits/sec  20  
[2024-05-27 16:32:15.236929] [  5]  56.51-57.00  sec  13.7 KBytes   230 Kbits/sec  10  
[2024-05-27 16:32:15.237023] [  5]  57.00-57.50  sec  27.3 KBytes   449 Kbits/sec  20  
[2024-05-27 16:32:15.237119] [  5]  57.50-58.00  sec  13.7 KBytes   224 Kbits/sec  10  
[2024-05-27 16:32:15.237214] [  5]  58.00-58.50  sec  27.3 KBytes   448 Kbits/sec  20  
[2024-05-27 16:32:15.237309] [  5]  58.50-59.00  sec  13.7 KBytes   224 Kbits/sec  10  
[2024-05-27 16:32:15.237405] [  5]  59.00-59.50  sec  27.3 KBytes   449 Kbits/sec  20  
[2024-05-27 16:32:15.237500] [  5]  59.50-60.00  sec  0.00 Bytes  0.00 bits/sec  0  
[2024-05-27 16:32:15.237597] [  5]  60.00-60.50  sec  27.3 KBytes   448 Kbits/sec  20  
[2024-05-27 16:32:15.237693] [  5]  60.50-61.00  sec  13.7 KBytes   224 Kbits/sec  10  
[2024-05-27 16:32:15.238001] [  5]  61.00-61.50  sec  27.3 KBytes   448 Kbits/sec  20  
[2024-05-27 16:32:15.238141] [  5]  61.50-62.00  sec  27.3 KBytes   448 Kbits/sec  20  
[2024-05-27 16:32:15.238239] [  5]  62.00-62.50  sec  54.7 KBytes   898 Kbits/sec  40  
[2024-05-27 16:32:15.238333] [  5]  62.50-63.00  sec  41.0 KBytes   670 Kbits/sec  30  
[2024-05-27 16:32:15.238427] [  5]  63.00-63.50  sec  68.4 KBytes  1.12 Mbits/sec  50  
[2024-05-27 16:32:15.238522] [  5]  63.50-64.00  sec  41.0 KBytes   672 Kbits/sec  30  
[2024-05-27 16:32:15.238618] [  5]  64.00-64.50  sec  13.7 KBytes   224 Kbits/sec  10  
[2024-05-27 16:32:15.238714] [  5]  64.50-65.00  sec  41.0 KBytes   671 Kbits/sec  30  
[2024-05-27 16:32:15.238812] [  5]  65.00-65.50  sec  54.7 KBytes   898 Kbits/sec  40  
[2024-05-27 16:32:15.238935] [  5]  65.50-66.00  sec  41.0 KBytes   671 Kbits/sec  30  
[2024-05-27 16:32:15.239089] [  5]  66.00-66.50  sec  68.4 KBytes  1.12 Mbits/sec  50  
[2024-05-27 16:32:15.239268] [  5]  66.50-67.00  sec  41.0 KBytes   672 Kbits/sec  30  
[2024-05-27 16:32:15.239364] [  5]  67.00-67.50  sec  0.00 Bytes  0.00 bits/sec  0  
[2024-05-27 16:32:15.239630] [  5]  67.50-68.00  sec  27.3 KBytes   448 Kbits/sec  20  
[2024-05-27 16:32:50.731955] [  5]  68.00-68.50  sec  13.7 KBytes   225 Kbits/sec  10  
[2024-05-27 16:32:50.732384] [  5]  68.50-69.00  sec  41.0 KBytes   671 Kbits/sec  30  
[2024-05-27 16:32:50.732565] [  5]  69.00-69.50  sec  68.4 KBytes  1.12 Mbits/sec  50  
[2024-05-27 16:32:50.732680] [  5]  69.50-70.00  sec  41.0 KBytes   673 Kbits/sec  30  
[2024-05-27 16:32:50.732788] [  5]  70.00-70.50  sec  41.0 KBytes   670 Kbits/sec  30  
[2024-05-27 16:32:50.732888] [  5]  70.50-71.00  sec  41.0 KBytes   674 Kbits/sec  30  
[2024-05-27 16:32:50.732988] [  5]  71.00-71.50  sec  54.7 KBytes   895 Kbits/sec  40  
[2024-05-27 16:32:50.733090] [  5]  71.50-72.00  sec  27.3 KBytes   447 Kbits/sec  20  
[2024-05-27 16:32:50.733187] [  5]  72.00-72.50  sec  27.3 KBytes   449 Kbits/sec  20  
[2024-05-27 16:32:50.733283] [  5]  72.50-73.00  sec  13.7 KBytes   224 Kbits/sec  10  
[2024-05-27 16:32:50.733380] [  5]  73.00-73.50  sec  0.00 Bytes  0.00 bits/sec  0  
[2024-05-27 16:32:50.733476] [  5]  73.50-74.00  sec  27.3 KBytes   448 Kbits/sec  20  
[2024-05-27 16:32:50.733570] [  5]  74.00-74.50  sec  0.00 Bytes  0.00 bits/sec  0  
[2024-05-27 16:32:50.733664] [  5]  74.50-75.00  sec  0.00 Bytes  0.00 bits/sec  0  
[2024-05-27 16:32:50.733758] [  5]  75.00-75.50  sec  27.3 KBytes   449 Kbits/sec  20  
[2024-05-27 16:32:50.733856] [  5]  75.50-76.00  sec  13.7 KBytes   224 Kbits/sec  10  
[2024-05-27 16:32:50.733951] [  5]  76.00-76.50  sec  27.3 KBytes   449 Kbits/sec  20  
[2024-05-27 16:32:50.734047] [  5]  76.50-77.00  sec  41.0 KBytes   670 Kbits/sec  30  
[2024-05-27 16:32:50.734142] [  5]  77.00-77.50  sec  13.7 KBytes   225 Kbits/sec  10  
[2024-05-27 16:32:50.734241] [  5]  77.50-78.00  sec  82.0 KBytes  1.34 Mbits/sec  60  
[2024-05-27 16:32:50.734338] [  5]  78.00-78.50  sec  13.7 KBytes   224 Kbits/sec  10  
[2024-05-27 16:32:50.734435] [  5]  78.50-79.00  sec  27.3 KBytes   448 Kbits/sec  20  
[2024-05-27 16:32:50.734534] [  5]  79.00-79.50  sec  13.7 KBytes   224 Kbits/sec  10  
[2024-05-27 16:32:50.734636] [  5]  79.50-80.00  sec  27.3 KBytes   448 Kbits/sec  20  
[2024-05-27 16:32:50.734734] [  5]  80.00-80.50  sec  54.7 KBytes   896 Kbits/sec  40  
[2024-05-27 16:32:50.734832] [  5]  80.50-81.00  sec  68.4 KBytes  1.12 Mbits/sec  50  
[2024-05-27 16:32:50.734927] [  5]  81.00-81.50  sec  13.7 KBytes   224 Kbits/sec  10  
[2024-05-27 16:32:50.735024] [  5]  81.50-82.00  sec  82.0 KBytes  1.34 Mbits/sec  60  
[2024-05-27 16:32:50.735119] [  5]  82.00-82.50  sec  0.00 Bytes  0.00 bits/sec  0  
[2024-05-27 16:32:50.735215] [  5]  82.50-83.00  sec  27.3 KBytes   447 Kbits/sec  20  
[2024-05-27 16:32:50.735310] [  5]  83.00-83.50  sec  27.3 KBytes   449 Kbits/sec  20  
[2024-05-27 16:32:50.735405] [  5]  83.50-84.00  sec  13.7 KBytes   224 Kbits/sec  10  
[2024-05-27 16:32:50.735499] [  5]  84.00-84.50  sec  0.00 Bytes  0.00 bits/sec  0  
[2024-05-27 16:32:50.735594] [  5]  84.50-85.00  sec  41.0 KBytes   671 Kbits/sec  30  
[2024-05-27 16:32:50.735791] [  5]  85.00-85.50  sec  0.00 Bytes  0.00 bits/sec  0  
[2024-05-27 16:32:50.735954] [  5]  85.50-86.00  sec  0.00 Bytes  0.00 bits/sec  0  
[2024-05-27 16:32:50.736159] [  5]  86.00-86.50  sec  0.00 Bytes  0.00 bits/sec  0  
[2024-05-27 16:32:50.736328] [  5]  86.50-87.00  sec  0.00 Bytes  0.00 bits/sec  0  
[2024-05-27 16:32:50.736427] [  5]  87.00-87.50  sec  0.00 Bytes  0.00 bits/sec  0  
[2024-05-27 16:32:50.736523] [  5]  87.50-88.00  sec  0.00 Bytes  0.00 bits/sec  0  
[2024-05-27 16:32:50.736624] [  5]  88.00-88.50  sec  0.00 Bytes  0.00 bits/sec  0  
[2024-05-27 16:32:50.736722] [  5]  88.50-89.00  sec  0.00 Bytes  0.00 bits/sec  0  
[2024-05-27 16:32:50.736818] [  5]  89.00-89.50  sec  27.3 KBytes   448 Kbits/sec  20  
[2024-05-27 16:32:50.736914] [  5]  89.50-90.00  sec  13.7 KBytes   224 Kbits/sec  10  
[2024-05-27 16:32:50.737010] [  5]  90.00-90.50  sec  0.00 Bytes  0.00 bits/sec  0  
[2024-05-27 16:32:50.737106] [  5]  90.50-91.00  sec  0.00 Bytes  0.00 bits/sec  0  
[2024-05-27 16:32:50.737203] [  5]  91.00-91.50  sec  27.3 KBytes   449 Kbits/sec  20  
[2024-05-27 16:32:50.737299] [  5]  91.50-92.00  sec  27.3 KBytes   448 Kbits/sec  20  
[2024-05-27 16:32:50.737392] [  5]  92.00-92.50  sec  13.7 KBytes   223 Kbits/sec  10  
[2024-05-27 16:32:50.737505] [  5]  92.50-93.00  sec  27.3 KBytes   448 Kbits/sec  20  
[2024-05-27 16:32:50.737602] [  5]  93.00-93.50  sec  13.7 KBytes   224 Kbits/sec  10  
[2024-05-27 16:32:50.737700] [  5]  93.50-94.00  sec  41.0 KBytes   672 Kbits/sec  30  
[2024-05-27 16:32:50.737796] [  5]  94.00-94.50  sec  0.00 Bytes  0.00 bits/sec  0  
[2024-05-27 16:32:50.737891] [  5]  94.50-95.00  sec  54.7 KBytes   897 Kbits/sec  40  
[2024-05-27 16:32:50.737986] [  5]  95.00-95.50  sec  54.7 KBytes   896 Kbits/sec  40  
[2024-05-27 16:32:50.738089] [  5]  95.50-96.00  sec  27.3 KBytes   448 Kbits/sec  20  
[2024-05-27 16:32:50.738183] [  5]  96.00-96.50  sec  41.0 KBytes   672 Kbits/sec  30  
[2024-05-27 16:32:50.738279] [  5]  96.50-97.00  sec  13.7 KBytes   224 Kbits/sec  10  
[2024-05-27 16:32:50.738374] [  5]  97.00-97.50  sec  41.0 KBytes   672 Kbits/sec  30  
[2024-05-27 16:32:50.738468] [  5]  97.50-98.00  sec  41.0 KBytes   673 Kbits/sec  30  
[2024-05-27 16:32:50.738561] [  5]  98.00-98.50  sec  0.00 Bytes  0.00 bits/sec  0  
[2024-05-27 16:32:50.738657] [  5]  98.50-99.00  sec  27.3 KBytes   449 Kbits/sec  20  
[2024-05-27 16:32:50.738753] [  5]  99.00-99.50  sec  27.3 KBytes   448 Kbits/sec  20  
[2024-05-27 16:32:50.738853] [  5]  99.50-100.00 sec  13.7 KBytes   224 Kbits/sec  10  
[2024-05-27 16:32:50.738953] [  5] 100.00-100.50 sec  0.00 Bytes  0.00 bits/sec  0  
[2024-05-27 16:32:50.739050] [  5] 100.50-101.00 sec  27.3 KBytes   448 Kbits/sec  20  
[2024-05-27 16:32:50.739143] [  5] 101.00-101.50 sec  13.7 KBytes   224 Kbits/sec  10  
[2024-05-27 16:32:50.739240] [  5] 101.50-102.00 sec  27.3 KBytes   449 Kbits/sec  20  
[2024-05-27 16:32:50.739338] [  5] 102.00-102.50 sec  41.0 KBytes   672 Kbits/sec  30  
[2024-05-27 16:32:50.739435] [  5] 102.50-103.00 sec  0.00 Bytes  0.00 bits/sec  0  
[2024-05-27 16:32:50.739530] [  5] 103.00-103.50 sec  27.3 KBytes   449 Kbits/sec  20  
[2024-05-27 16:33:10.969527] [  5] 103.50-104.00 sec  13.7 KBytes   224 Kbits/sec  10  
[2024-05-27 16:33:10.970175] [  5] 104.00-104.50 sec  27.3 KBytes   448 Kbits/sec  20  
[2024-05-27 16:33:10.970322] [  5] 104.50-105.00 sec  13.7 KBytes   224 Kbits/sec  10  
[2024-05-27 16:33:10.970432] [  5] 105.00-105.50 sec  0.00 Bytes  0.00 bits/sec  0  
[2024-05-27 16:33:10.970851] [  5] 105.50-106.00 sec  0.00 Bytes  0.00 bits/sec  0  
[2024-05-27 16:33:10.971099] [  5] 106.00-106.50 sec  27.3 KBytes   448 Kbits/sec  20  
[2024-05-27 16:33:10.971574] [  5] 106.50-107.00 sec  0.00 Bytes  0.00 bits/sec  0  
[2024-05-27 16:33:10.971900] [  5] 107.00-107.50 sec  27.3 KBytes   448 Kbits/sec  20  
[2024-05-27 16:33:10.972142] [  5] 107.50-108.00 sec  41.0 KBytes   672 Kbits/sec  30  
[2024-05-27 16:33:10.972243] [  5] 108.00-108.50 sec  0.00 Bytes  0.00 bits/sec  0  
[2024-05-27 16:33:10.972343] [  5] 108.50-109.00 sec  0.00 Bytes  0.00 bits/sec  0  
[2024-05-27 16:33:10.972443] [  5] 109.00-109.50 sec  68.4 KBytes  1.12 Mbits/sec  50  
[2024-05-27 16:33:10.972541] [  5] 109.50-110.00 sec  0.00 Bytes  0.00 bits/sec  0  
[2024-05-27 16:33:10.972640] [  5] 110.00-110.50 sec  13.7 KBytes   225 Kbits/sec  10  
[2024-05-27 16:33:10.972726] [  5] 110.50-111.00 sec  41.0 KBytes   671 Kbits/sec  30  
[2024-05-27 16:33:10.972762] [  5] 111.00-111.50 sec  27.3 KBytes   449 Kbits/sec  20  
[2024-05-27 16:33:10.972799] [  5] 111.50-112.00 sec  13.7 KBytes   223 Kbits/sec  10  
[2024-05-27 16:33:10.972836] [  5] 112.00-112.50 sec  68.4 KBytes  1.12 Mbits/sec  50  
[2024-05-27 16:33:10.972872] [  5] 112.50-113.00 sec  68.4 KBytes  1.12 Mbits/sec  50  
[2024-05-27 16:33:10.972910] [  5] 113.00-113.50 sec  54.7 KBytes   896 Kbits/sec  40  
[2024-05-27 16:33:10.972947] [  5] 113.50-114.00 sec  54.7 KBytes   896 Kbits/sec  40  
[2024-05-27 16:33:10.972984] [  5] 114.00-114.50 sec  54.7 KBytes   894 Kbits/sec  40  
[2024-05-27 16:33:10.973020] [  5] 114.50-115.00 sec  68.4 KBytes  1.12 Mbits/sec  50  
[2024-05-27 16:33:10.973055] [  5] 115.00-115.50 sec  68.4 KBytes  1.12 Mbits/sec  50  
[2024-05-27 16:33:10.973093] [  5] 115.50-116.00 sec  68.4 KBytes  1.12 Mbits/sec  50  
[2024-05-27 16:33:10.973160] [  5] 116.00-116.50 sec  95.7 KBytes  1.57 Mbits/sec  70  
[2024-05-27 16:33:10.973200] [  5] 116.50-117.00 sec  82.0 KBytes  1.34 Mbits/sec  60  
[2024-05-27 16:33:10.973237] [  5] 117.00-117.50 sec  54.7 KBytes   896 Kbits/sec  40  
[2024-05-27 16:33:10.973278] [  5] 117.50-118.00 sec  54.7 KBytes   894 Kbits/sec  40  
[2024-05-27 16:33:10.973313] [  5] 118.00-118.50 sec  95.7 KBytes  1.57 Mbits/sec  70  
[2024-05-27 16:33:10.973348] [  5] 118.50-119.00 sec  41.0 KBytes   673 Kbits/sec  30  
[2024-05-27 16:33:10.973383] [  5] 119.00-119.50 sec  68.4 KBytes  1.12 Mbits/sec  50  
[2024-05-27 16:33:10.973417] [  5] 119.50-120.00 sec  41.0 KBytes   673 Kbits/sec  30  
[2024-05-27 16:33:10.973451] - - - - - - - - - - - - - - - - - - - - - - - - -
[2024-05-27 16:33:10.973487] [ ID] Interval           Transfer     Bitrate         Jitter    Lost/Total Datagrams
[2024-05-27 16:33:10.973549] [  5]   0.00-120.00 sec  8.67 MBytes   606 Kbits/sec  0.000 ms  0/6490 (0%)  sender
[2024-05-27 16:33:10.973584] [  5]   0.00-124.01 sec  8.66 MBytes   586 Kbits/sec  18.113 ms  1/6490 (0.015%)  receiver
[2024-05-27 16:33:10.973620] 
[2024-05-27 16:33:10.973655] iperf Done.
End time: 1716841990999
